Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Cluster	Label	Score
277	Spectrogram 1	1	69.000000	69.500000	0	0	5	cluster_5	0.8108
278	Spectrogram 1	1	69.250000	69.750000	0	0	5	cluster_5	1.0000
279	Spectrogram 1	1	69.500000	70.000000	0	0	5	cluster_5	1.0000
280	Spectrogram 1	1	69.750000	70.250000	0	0	5	cluster_5	1.0000
281	Spectrogram 1	1	70.000000	70.500000	0	0	5	cluster_5	0.8844
282	Spectrogram 1	1	70.250000	70.750000	0	0	5	cluster_5	0.9062
283	Spectrogram 1	1	70.500000	71.000000	0	0	5	cluster_5	0.9665
284	Spectrogram 1	1	70.750000	71.250000	0	0	5	cluster_5	0.9937
285	Spectrogram 1	1	71.000000	71.500000	0	0	5	cluster_5	0.7870
286	Spectrogram 1	1	71.250000	71.750000	0	0	5	cluster_5	1.0000
287	Spectrogram 1	1	71.500000	72.000000	0	0	5	cluster_5	1.0000
288	Spectrogram 1	1	71.750000	72.250000	0	0	5	cluster_5	1.0000
289	Spectrogram 1	1	72.000000	72.500000	0	0	5	cluster_5	1.0000
290	Spectrogram 1	1	72.250000	72.750000	0	0	5	cluster_5	1.0000
291	Spectrogram 1	1	72.500000	73.000000	0	0	5	cluster_5	0.9546
292	Spectrogram 1	1	72.750000	73.250000	0	0	noise	cluster_noise	0.0000
293	Spectrogram 1	1	73.000000	73.500000	0	0	noise	cluster_noise	0.0000
294	Spectrogram 1	1	73.250000	73.750000	0	0	5	cluster_5	0.6965
295	Spectrogram 1	1	73.500000	74.000000	0	0	noise	cluster_noise	0.0000
296	Spectrogram 1	1	73.750000	74.250000	0	0	5	cluster_5	0.8966
297	Spectrogram 1	1	74.000000	74.500000	0	0	5	cluster_5	1.0000
298	Spectrogram 1	1	74.250000	74.750000	0	0	5	cluster_5	1.0000
299	Spectrogram 1	1	74.500000	75.000000	0	0	5	cluster_5	0.7228
300	Spectrogram 1	1	74.750000	75.250000	0	0	5	cluster_5	0.6888
301	Spectrogram 1	1	75.000000	75.500000	0	0	5	cluster_5	0.7828
302	Spectrogram 1	1	75.250000	75.750000	0	0	5	cluster_5	0.7210
303	Spectrogram 1	1	75.500000	76.000000	0	0	5	cluster_5	1.0000
304	Spectrogram 1	1	75.750000	76.250000	0	0	5	cluster_5	0.8425
305	Spectrogram 1	1	76.000000	76.500000	0	0	5	cluster_5	1.0000
306	Spectrogram 1	1	76.250000	76.750000	0	0	5	cluster_5	1.0000
307	Spectrogram 1	1	76.500000	77.000000	0	0	5	cluster_5	0.9558
308	Spectrogram 1	1	76.750000	77.250000	0	0	5	cluster_5	1.0000
309	Spectrogram 1	1	77.000000	77.500000	0	0	5	cluster_5	0.8920
310	Spectrogram 1	1	77.250000	77.750000	0	0	5	cluster_5	0.8335
311	Spectrogram 1	1	77.500000	78.000000	0	0	noise	cluster_noise	0.0000
312	Spectrogram 1	1	77.750000	78.250000	0	0	5	cluster_5	1.0000
313	Spectrogram 1	1	78.000000	78.500000	0	0	5	cluster_5	1.0000
314	Spectrogram 1	1	78.250000	78.750000	0	0	5	cluster_5	0.9645
315	Spectrogram 1	1	78.500000	79.000000	0	0	5	cluster_5	1.0000
316	Spectrogram 1	1	78.750000	79.250000	0	0	5	cluster_5	0.9831
317	Spectrogram 1	1	79.000000	79.500000	0	0	5	cluster_5	1.0000
318	Spectrogram 1	1	79.250000	79.750000	0	0	5	cluster_5	1.0000
319	Spectrogram 1	1	79.500000	80.000000	0	0	5	cluster_5	0.5944
320	Spectrogram 1	1	79.750000	80.250000	0	0	5	cluster_5	1.0000
321	Spectrogram 1	1	80.000000	80.500000	0	0	5	cluster_5	1.0000
322	Spectrogram 1	1	80.250000	80.750000	0	0	5	cluster_5	0.9078
323	Spectrogram 1	1	80.500000	81.000000	0	0	5	cluster_5	0.5964
324	Spectrogram 1	1	80.750000	81.250000	0	0	5	cluster_5	0.9904
325	Spectrogram 1	1	81.000000	81.500000	0	0	5	cluster_5	1.0000
326	Spectrogram 1	1	81.250000	81.750000	0	0	5	cluster_5	1.0000
327	Spectrogram 1	1	81.500000	82.000000	0	0	5	cluster_5	0.9535
328	Spectrogram 1	1	81.750000	82.250000	0	0	5	cluster_5	0.8271
329	Spectrogram 1	1	82.000000	82.500000	0	0	5	cluster_5	0.8246
330	Spectrogram 1	1	82.250000	82.750000	0	0	5	cluster_5	0.9568
331	Spectrogram 1	1	82.500000	83.000000	0	0	5	cluster_5	0.8801
332	Spectrogram 1	1	82.750000	83.250000	0	0	5	cluster_5	1.0000
333	Spectrogram 1	1	83.000000	83.500000	0	0	5	cluster_5	1.0000
334	Spectrogram 1	1	83.250000	83.750000	0	0	5	cluster_5	0.7540
335	Spectrogram 1	1	83.500000	84.000000	0	0	5	cluster_5	0.7490
336	Spectrogram 1	1	83.750000	84.250000	0	0	5	cluster_5	0.7782
337	Spectrogram 1	1	84.000000	84.500000	0	0	5	cluster_5	0.8939
338	Spectrogram 1	1	84.250000	84.750000	0	0	5	cluster_5	0.8196
339	Spectrogram 1	1	84.500000	85.000000	0	0	5	cluster_5	0.9271
