embedder_type,window_sec,hop_sec,perch_padding,umap_dims,mcs,eps,n_clusters,noise_pct,dbcv,median_sz,min_sz,max_sz,t_umap_s,t_hdbscan_s,detsim,nmi,ari,homog,mean_total_score
perch,3.0,1.5,repeat,20,200,0.0,3,0.0,0.6142,1155,254,9679,11.0,1.1,0.926,0.2254,0.0402,0.1321,0.330925
perch,3.0,1.5,repeat,30,200,0.0,3,0.0,0.6168,1157,253,9678,11.9,1.2,0.926,0.2253,0.0402,0.132,0.33087500000000003
perch,3.0,1.5,repeat,15,200,0.0,3,0.0,0.6152,1155,254,9679,10.9,1.1,0.926,0.2251,0.0401,0.1319,0.330775
perch,3.0,1.5,repeat,10,200,0.0,3,0.0,0.5784,1154,253,9681,10.6,1.0,0.926,0.2246,0.04,0.1316,0.33055
perch,1.0,1.0,zero,2,50,0.0,4,0.0,0.2431,2166,271,12028,29.9,5.1,0.7511,0.2832,0.0931,0.184,0.32785
perch,1.0,1.0,zero,2,100,0.0,4,0.1,0.183,2166,271,12013,29.9,5.1,0.7502,0.2834,0.0935,0.1842,0.3278249999999999
perch,1.0,1.0,zero,2,200,0.0,4,0.3,0.1797,2166,271,11979,29.9,5.2,0.7481,0.284,0.0943,0.1847,0.32777500000000004
perch,2.5,1.5,repeat,5,200,0.0,3,0.0,0.4736,1082,265,9741,9.9,1.0,0.9151,0.2238,0.0395,0.1308,0.32730000000000004
perch,2.5,1.5,repeat,20,200,0.0,3,0.0,0.6187,1083,262,9743,11.1,1.1,0.9151,0.2235,0.0394,0.1306,0.32715000000000005
perch,2.5,1.5,repeat,10,200,0.0,3,0.0,0.6271,1083,262,9743,10.4,1.1,0.9151,0.2231,0.0393,0.1304,0.32697500000000007
perch,2.5,1.5,repeat,15,200,0.0,3,0.0,0.6298,1083,262,9743,11.3,1.4,0.9151,0.2226,0.0393,0.1301,0.32677500000000004
perch,1.5,0.5,zero,15,200,0.0,4,0.0,0.3809,1718,700,29128,36.8,6.8,0.8393,0.256,0.0455,0.1537,0.323625
perch,1.5,0.5,zero,15,100,0.0,4,0.0,0.6574,1718,700,29128,36.8,6.6,0.8393,0.256,0.0455,0.1537,0.323625
perch,0.25,0.25,zero,2,100,0.0,13,4.7,0.0483,322,167,37996,78.0,5.9,0.5201,0.3471,0.1455,0.2773,0.3225
perch,2.0,1.0,zero,2,200,0.0,3,0.0,0.418,1494,391,14747,30.9,6.7,0.8923,0.2207,0.0383,0.1284,0.319925
perch,0.25,0.25,zero,10,200,0.0,12,11.1,0.015,683,204,37414,79.2,8.1,0.4791,0.3617,0.1466,0.2895,0.319225
perch,0.25,0.25,repeat,2,200,0.0,16,16.0,0.0534,952,201,35775,77.1,7.0,0.4384,0.3801,0.1172,0.3366,0.318075
perch,1.0,0.5,zero,2,100,0.0,3,0.3,0.3525,8772,584,23815,46.3,6.1,0.7466,0.2535,0.0915,0.1616,0.31329999999999997
perch,3.0,3.0,repeat,20,200,0.0,2,0.0,0.3829,2772,597,4947,12.0,0.8,0.9268,0.1861,0.0338,0.1054,0.313025
perch,3.0,3.0,repeat,30,200,0.0,2,0.0,0.2875,2772,599,4945,13.8,0.9,0.9268,0.1858,0.0338,0.1053,0.312925
perch,3.0,2.0,repeat,20,200,0.0,2,0.0,0.2704,4158,879,7437,17.6,0.9,0.927,0.1846,0.0337,0.1045,0.31245000000000006
perch,3.0,2.0,repeat,2,200,0.0,2,0.0,0.2483,4158,879,7437,29.9,0.8,0.927,0.1846,0.0337,0.1045,0.31245000000000006
perch,3.0,2.0,repeat,30,200,0.0,2,0.0,0.2939,4158,879,7437,19.9,1.0,0.927,0.1846,0.0337,0.1045,0.31245000000000006
perch,3.0,2.5,repeat,2,200,0.0,2,0.0,0.6119,3326,691,5962,27.4,0.7,0.9266,0.1784,0.0317,0.1008,0.309375
perch,0.5,0.25,zero,2,100,0.0,8,1.0,0.1555,925,111,48607,77.7,7.8,0.6191,0.3026,0.1006,0.2084,0.307675
perch,0.25,0.25,repeat,5,200,0.0,6,9.9,0.0158,5042,238,33936,71.6,9.1,0.5061,0.305,0.143,0.2324,0.29662499999999997
perch,0.25,0.25,repeat,10,200,0.0,6,9.1,0.0002,5162,236,33950,77.8,10.9,0.5091,0.3015,0.1415,0.2291,0.2953
perch,0.5,0.25,zero,2,200,0.0,5,1.0,0.1637,1623,369,49827,77.7,8.2,0.6189,0.2791,0.0908,0.1863,0.293775
perch,0.25,0.25,repeat,30,200,0.0,10,16.3,0.2204,1236,243,34116,98.6,10.9,0.4578,0.3233,0.1251,0.2538,0.29
perch,0.25,0.25,repeat,10,100,0.0,9,16.6,0.6064,1304,271,33656,77.8,10.1,0.4633,0.3176,0.1302,0.2484,0.289875
perch,0.25,0.25,zero,20,50,0.0,18,12.3,0.6601,261,52,48839,85.1,9.8,0.4821,0.3443,0.0766,0.2518,0.2887
perch,0.25,0.25,zero,5,100,0.0,12,9.2,0.6646,582,209,51128,73.1,7.2,0.4919,0.3305,0.0703,0.2359,0.28215
perch,0.25,0.25,repeat,5,100,0.0,12,16.8,0.643,698,269,35072,71.6,8.5,0.4475,0.3135,0.1094,0.2479,0.279575
perch,0.5,0.25,repeat,30,100,0.0,4,0.0,0.0698,7378,238,51520,113.9,12.2,0.6222,0.2443,0.0789,0.1556,0.27525
perch,0.5,0.25,repeat,20,100,0.0,4,0.0,0.1223,7376,237,51526,84.7,11.9,0.6222,0.2438,0.0788,0.1552,0.275
perch,0.25,0.25,repeat,20,200,0.0,5,8.6,0.015,9914,240,33745,82.6,9.8,0.5165,0.2573,0.1227,0.1879,0.2711
perch,1.0,0.5,zero,30,100,0.0,5,0.2,0.595,582,269,30717,46.3,7.4,0.747,0.1908,0.0246,0.1111,0.268375
perch,0.25,0.25,repeat,15,200,0.0,4,2.8,0.0001,13014,1232,37392,83.6,9.5,0.533,0.2377,0.1087,0.1716,0.26275000000000004
perch,1.5,1.5,zero,20,200,0.0,3,0.0,0.4832,235,218,10635,11.4,1.2,0.8385,0.1155,0.014,0.0626,0.25765000000000005
perch,1.5,1.5,zero,30,200,0.0,3,0.0,0.5251,235,217,10636,12.7,1.4,0.8385,0.1152,0.0139,0.0625,0.257525
perch,1.5,1.5,zero,15,200,0.0,3,0.0,0.5517,235,215,10638,11.7,1.2,0.8385,0.1151,0.0139,0.0624,0.257475
perch,1.5,1.0,zero,5,200,0.0,3,0.0,0.4685,346,335,15951,15.6,5.6,0.8387,0.115,0.0138,0.0623,0.25745
perch,0.25,0.25,repeat,30,50,0.0,6,8.4,0.504,3685,131,34433,98.6,9.8,0.5106,0.2178,0.0909,0.1565,0.24395
perch,3.0,0.25,zero,20,200,0.0,2,0.9,0.0044,32967,367,65568,74.0,9.5,0.9188,0.0151,0.0011,0.0077,0.235675
perch,1.5,1.0,zero,15,200,0.0,2,0.0,0.6803,8316,346,16286,17.8,5.7,0.8387,0.0597,0.0063,0.0312,0.233975
perch,1.5,1.0,zero,20,200,0.0,2,0.0,0.6812,8316,345,16287,17.5,6.9,0.8387,0.0595,0.0063,0.031,0.233875
perch,1.0,0.5,zero,10,200,0.0,3,0.0,0.6275,582,554,32128,36.4,7.0,0.7494,0.1059,0.0121,0.0572,0.23115
perch,1.0,0.5,zero,30,200,0.0,3,0.0,0.6695,582,551,32131,46.3,8.0,0.7494,0.1058,0.012,0.0571,0.231075
perch,1.0,0.5,zero,15,200,0.0,3,0.0,0.644,582,550,32132,39.2,7.2,0.7494,0.1056,0.012,0.057,0.231
perch,1.0,0.5,zero,20,100,0.0,3,0.0,0.702,581,552,32131,39.6,8.7,0.7494,0.1054,0.012,0.0569,0.230925
perch,1.0,0.5,zero,20,200,0.0,3,0.0,0.6838,581,552,32131,39.6,12.3,0.7494,0.1054,0.012,0.0569,0.230925
perch,1.0,1.0,zero,5,200,0.0,2,0.0,0.4629,8316,276,16356,15.9,5.7,0.7511,0.0552,0.0062,0.0287,0.2103
perch,1.0,1.0,zero,5,100,0.0,2,0.0,0.6785,8316,276,16356,15.9,5.6,0.7511,0.0552,0.0062,0.0287,0.2103
perch,1.0,1.0,zero,10,100,0.0,2,0.0,0.6348,8316,278,16354,16.9,5.6,0.7511,0.055,0.0062,0.0286,0.210225
perch,1.0,1.0,zero,20,200,0.0,2,0.0,0.3306,8316,277,16355,17.6,5.7,0.7511,0.055,0.0062,0.0286,0.210225
perch,1.0,1.0,zero,30,50,0.0,2,0.0,0.7161,8316,278,16354,20.4,5.9,0.7511,0.055,0.0062,0.0286,0.210225
perch,1.0,1.0,zero,30,100,0.0,2,0.0,0.6933,8316,278,16354,20.4,5.9,0.7511,0.055,0.0062,0.0286,0.210225
perch,1.0,1.0,zero,15,200,0.0,2,0.0,0.4247,8316,277,16355,17.8,5.7,0.7511,0.055,0.0062,0.0286,0.210225
perch,1.0,1.0,zero,20,50,0.0,2,0.0,0.6578,8316,277,16355,17.6,5.6,0.7511,0.055,0.0062,0.0286,0.210225
perch,1.0,1.0,zero,30,200,0.0,2,0.0,0.3144,8316,278,16354,20.4,6.0,0.7511,0.055,0.0062,0.0286,0.210225
perch,1.0,1.0,zero,20,100,0.0,2,0.0,0.6377,8316,277,16355,17.6,5.7,0.7511,0.055,0.0062,0.0286,0.210225
perch,1.0,1.0,zero,10,200,0.0,2,0.0,0.233,8316,278,16354,16.9,5.7,0.7511,0.055,0.0062,0.0286,0.210225
perch,1.0,1.0,zero,15,100,0.0,2,0.0,0.533,8316,277,16355,17.8,5.6,0.7511,0.055,0.0062,0.0286,0.210225
perch,0.25,0.25,repeat,2,50,0.0,5,1.1,0.0215,5189,156,36723,77.1,6.3,0.5433,0.1427,0.0561,0.0979,0.21
perch,0.25,0.25,repeat,20,100,0.0,6,12.1,0.0079,1165,119,29777,82.6,9.1,0.5185,0.11,0.035,0.0723,0.18395
perch,0.25,0.25,repeat,15,50,0.0,5,7.6,0.4277,1246,136,34201,83.6,8.6,0.5176,0.1079,0.0337,0.0703,0.18237499999999998
perch,0.25,0.25,zero,5,50,0.0,4,0.2,0.0048,923,219,64359,73.1,7.0,0.5481,0.1025,0.0092,0.0563,0.17902500000000002
perch,0.25,0.25,repeat,15,100,0.0,3,5.8,0.0,26028,1259,35414,83.6,9.1,0.5243,0.0935,0.0327,0.0601,0.17765
perch,0.5,0.25,zero,10,100,0.0,2,0.0,0.262,33264,895,65633,81.1,11.5,0.6222,0.0478,0.0044,0.0248,0.17479999999999998
perch,0.5,0.5,zero,30,100,0.0,2,0.0,0.4925,16632,404,32860,45.6,7.2,0.6232,0.0301,0.0001,0.0155,0.16722499999999998
perch,0.25,0.25,repeat,5,50,0.0,2,1.0,0.0,32935,1485,64386,71.6,8.3,0.5437,0.0613,0.0062,0.0326,0.16094999999999998
perch,0.25,0.25,repeat,30,100,0.0,4,5.9,0.7397,14176,124,34154,98.6,10.1,0.5293,0.0435,0.0189,0.0271,0.1547
perch,0.25,0.25,zero,2,200,0.0,2,0.0,0.1385,33264,31323,35205,78.0,6.4,0.5489,0.0275,0.0167,0.0169,0.15250000000000002
perch,0.25,0.25,zero,30,50,0.0,2,0.0,0.0306,33264,212,66316,97.7,8.2,0.5489,0.0118,0.0007,0.006,0.14185000000000003
perch,0.25,0.25,zero,30,100,0.0,2,0.1,0.0017,33243,211,66276,97.7,8.6,0.5484,0.0117,0.0007,0.0059,0.14167500000000002
perch,0.25,0.25,zero,5,200,0.0,2,0.2,0.0,33196,217,66176,73.1,7.7,0.5474,0.0122,0.0008,0.0062,0.14165
perch,0.25,0.25,zero,15,100,0.0,2,0.1,0.0047,33235,209,66262,87.1,8.1,0.5483,0.0116,0.0007,0.0059,0.14162500000000003
perch,0.25,0.25,zero,20,100,0.0,2,0.1,0.0007,33226,209,66244,85.1,9.9,0.5483,0.0116,0.0007,0.0059,0.14162500000000003
perch,0.25,0.25,zero,10,100,0.0,2,0.1,0.0001,33234,209,66260,79.2,7.6,0.5482,0.0116,0.0007,0.0059,0.14160000000000003
perch,0.25,0.25,zero,30,200,0.0,2,0.3,0.0001,33178,210,66146,97.7,9.5,0.5468,0.0119,0.0008,0.006,0.141375
perch,0.25,0.25,zero,20,200,0.0,2,0.4,0.0003,33134,207,66062,85.1,10.5,0.5461,0.0118,0.0007,0.006,0.14115000000000003
