Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Cluster	Label	Score
243	Spectrogram 1	1	449.000000	450.000000	0	0	4	cluster_4	1.0000
244	Spectrogram 1	1	449.750000	451.750000	0	0	6	cluster_6	0.9981
245	Spectrogram 1	1	451.500000	452.250000	0	0	4	cluster_4	1.0000
246	Spectrogram 1	1	452.000000	453.250000	0	0	noise	cluster_noise	0.0000
247	Spectrogram 1	1	453.000000	454.250000	0	0	4	cluster_4	1.0000
248	Spectrogram 1	1	454.000000	455.750000	0	0	6	cluster_6	0.9017
249	Spectrogram 1	1	455.500000	456.000000	0	0	12	cluster_12	0.7406
250	Spectrogram 1	1	455.750000	456.250000	0	0	11	cluster_11	0.7781
251	Spectrogram 1	1	456.000000	456.500000	0	0	noise	cluster_noise	0.0000
252	Spectrogram 1	1	456.250000	456.750000	0	0	6	cluster_6	1.0000
253	Spectrogram 1	1	456.500000	457.250000	0	0	noise	cluster_noise	0.0000
254	Spectrogram 1	1	457.000000	458.000000	0	0	6	cluster_6	0.9190
255	Spectrogram 1	1	457.750000	458.250000	0	0	11	cluster_11	0.9643
256	Spectrogram 1	1	458.000000	458.750000	0	0	14	cluster_14	0.6829
257	Spectrogram 1	1	458.500000	459.500000	0	0	noise	cluster_noise	0.0000
258	Spectrogram 1	1	459.250000	459.750000	0	0	6	cluster_6	1.0000
259	Spectrogram 1	1	459.500000	460.000000	0	0	noise	cluster_noise	0.0000
260	Spectrogram 1	1	459.750000	460.500000	0	0	14	cluster_14	0.7617
261	Spectrogram 1	1	460.250000	460.750000	0	0	12	cluster_12	0.8334
262	Spectrogram 1	1	460.500000	461.000000	0	0	14	cluster_14	0.8280
263	Spectrogram 1	1	460.750000	461.250000	0	0	12	cluster_12	0.7629
264	Spectrogram 1	1	461.000000	461.500000	0	0	6	cluster_6	0.8340
265	Spectrogram 1	1	461.250000	461.750000	0	0	noise	cluster_noise	0.0000
266	Spectrogram 1	1	461.500000	463.750000	0	0	14	cluster_14	0.9648
267	Spectrogram 1	1	463.500000	464.000000	0	0	6	cluster_6	1.0000
268	Spectrogram 1	1	463.750000	464.250000	0	0	noise	cluster_noise	0.0000
269	Spectrogram 1	1	464.000000	464.750000	0	0	14	cluster_14	1.0000
270	Spectrogram 1	1	464.500000	465.000000	0	0	noise	cluster_noise	0.0000
271	Spectrogram 1	1	464.750000	466.250000	0	0	14	cluster_14	0.9425
272	Spectrogram 1	1	466.000000	466.750000	0	0	6	cluster_6	0.9521
273	Spectrogram 1	1	466.500000	467.250000	0	0	noise	cluster_noise	0.0000
274	Spectrogram 1	1	467.000000	467.750000	0	0	6	cluster_6	0.9949
275	Spectrogram 1	1	467.500000	468.000000	0	0	noise	cluster_noise	0.0000
276	Spectrogram 1	1	467.750000	469.000000	0	0	4	cluster_4	1.0000
277	Spectrogram 1	1	468.750000	469.250000	0	0	noise	cluster_noise	0.0000
278	Spectrogram 1	1	469.000000	469.750000	0	0	6	cluster_6	0.9213
279	Spectrogram 1	1	469.500000	470.000000	0	0	noise	cluster_noise	0.0000
280	Spectrogram 1	1	469.750000	471.500000	0	0	6	cluster_6	0.9421
281	Spectrogram 1	1	471.250000	473.000000	0	0	4	cluster_4	0.9090
282	Spectrogram 1	1	472.750000	473.250000	0	0	12	cluster_12	0.7826
283	Spectrogram 1	1	473.000000	474.250000	0	0	6	cluster_6	0.9884
284	Spectrogram 1	1	474.000000	476.000000	0	0	noise	cluster_noise	0.0000
285	Spectrogram 1	1	475.750000	476.250000	0	0	6	cluster_6	1.0000
286	Spectrogram 1	1	476.000000	476.500000	0	0	noise	cluster_noise	0.0000
287	Spectrogram 1	1	476.250000	477.750000	0	0	14	cluster_14	0.8167
288	Spectrogram 1	1	477.500000	478.000000	0	0	noise	cluster_noise	0.0000
289	Spectrogram 1	1	477.750000	478.500000	0	0	6	cluster_6	0.9486
290	Spectrogram 1	1	478.250000	478.750000	0	0	noise	cluster_noise	0.0000
